date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm
2015-01-01,20,17,1013.7,94,60,23,17,19,16,1016,1012,1.0
2015-01-02,23,19,1014.11,94,57,27,19,22,17,1017,1012,0.0
2015-01-03,26,21,1013.62,94,57,30,21,24,19,1017,1011,46.0
2015-01-04,22,19,1013.05,94,67,25,19,20,18,1015,1011,0.0
2015-01-05,20,15,1012.8,94,40,24,16,19,13,1016,1011,0.0
2015-01-06,18,13,1013.44,94,36,24,13,17,10,1016,1011,0.0
2015-01-07,18,13,1013.31,94,40,24,12,17,11,1016,1011,0.0
2015-01-08,18,14,1013.3,94,33,25,12,15,12,1016,1011,0.0
2015-01-09,18,14,1014.59,94,44,23,14,15,13,1018,1013,0.0
2015-01-10,19,13,1015.0,94,32,25,13,15,9,1017,1013,0.0
2015-01-11,15,13,1016.71,94,60,19,11,14,10,1020,1015,0.0
2015-01-12,17,11,1015.78,94,24,23,11,13,7,1019,1013,0.0
2015-01-13,18,12,1014.93,94,42,23,12,14,11,1018,1012,0.0
2015-01-14,18,13,1015.07,94,35,24,13,16,11,1018,1013,0.0
2015-01-15,18,13,1014.78,94,38,25,11,16,11,1018,1012,0.0
2015-01-16,20,14,1014.51,94,35,25,14,16,12,1017,1012,0.0
2015-01-17,20,12,1014.33,88,25,25,14,14,9,1017,1012,0.0
2015-01-18,16,12,1015.24,94,43,21,11,14,11,1018,1013,0.0
2015-01-19,16,12,1016.33,94,46,22,11,14,11,1019,1014,0.0
2015-01-20,17,12,1017.96,100,32,23,11,14,10,1021,1016,0.0
2015-01-21,18,11,1019.19,94,24,25,11,13,7,1022,1017,0.0
2015-01-22,19,12,1018.0,94,31,26,12,14,10,1021,1015,0.0
2015-01-23,20,11,1015.24,94,23,28,11,14,7,1018,1013,0.0
2015-01-24,20,14,1016.06,94,31,27,14,16,11,1018,1014,0.0
2015-01-25,20,14,1017.37,94,32,27,14,16,12,1020,1015,0.0
2015-01-26,20,14,1016.82,94,35,26,15,16,11,1020,1014,0.0
2015-01-27,20,14,1014.98,88,39,27,14,16,12,1018,1013,0.0
2015-01-28,19,15,1013.89,94,37,23,15,17,12,1016,1012,0.0
2015-01-29,21,16,1014.98,94,43,26,16,17,12,1017,1012,0.0
2015-01-30,20,16,1016.18,94,51,23,16,18,14,1019,1014,0.0
2015-01-31,18,10,1017.27,94,26,23,12,15,7,1020,1015,0.0
2015-02-01,18,10,1017.0,94,26,24,11,12,7,1019,1015,0.0
2015-02-02,18,10,1018.23,94,24,25,11,12,7,1021,1017,0.0
2015-02-03,20,12,1018.96,94,21,28,12,15,8,1022,1017,0.0
2015-02-04,22,13,1017.04,94,21,31,14,16,9,1021,1014,0.0
2015-02-05,22,15,1016.07,94,36,27,16,17,14,1019,1014,0.0
2015-02-06,20,12,1016.46,83,30,25,16,16,10,1020,1015,0.0
2015-02-07,18,11,1015.4,94,20,25,11,13,7,1018,1013,0.0
2015-02-08,21,13,1015.15,94,21,29,13,15,10,1018,1013,0.0
2015-02-09,21,14,1016.38,94,29,27,15,17,12,1019,1015,0.0
2015-02-10,22,15,1016.46,94,34,28,16,17,13,1020,1014,0.0
2015-02-11,22,13,1015.09,94,23,27,17,17,9,1018,1013,0.0
2015-02-12,22,13,1013.28,88,22,28,15,16,8,1017,1010,0.0
2015-02-13,22,14,1011.77,94,28,27,16,17,12,1014,1010,0.0
2015-02-14,22,14,1011.11,88,32,29,15,19,13,1014,1008,0.0
2015-02-15,24,18,1011.31,100,39,30,18,22,16,1014,1009,1.0
2015-02-16,24,18,1013.28,94,41,30,17,21,15,1016,1011,0.0
2015-02-17,24,20,1011.7,100,47,30,19,21,18,1014,1009,0.0
2015-02-18,26,20,1011.15,95,44,31,20,22,17,1014,1008,1.0
2015-02-19,24,20,1011.78,94,51,29,19,22,16,1015,1009,0.0
2015-02-20,26,18,1012.93,94,27,32,20,22,14,1016,1011,0.0
2015-02-21,26,19,1011.64,94,30,33,20,21,15,1014,1009,0.0
2015-02-22,28,20,1011.7,94,24,33,22,23,14,1014,1010,0.0
2015-02-23,27,20,1012.2,94,29,33,21,23,16,1015,1010,0.0
2015-02-24,27,20,1010.36,94,42,33,21,22,18,1014,1007,0.0
2015-02-25,26,20,1008.93,94,36,32,21,22,18,1011,1007,0.0
2015-02-26,28,21,1007.94,89,32,34,22,22,18,1011,1005,0.0
2015-02-27,28,20,1009.25,94,26,34,21,23,17,1012,1007,0.0
2015-02-28,28,20,1011.07,89,30,33,23,22,17,1014,1009,0.0
2015-03-01,27,19,1011.9,100,33,33,21,23,16,1014,1010,0.0
2015-03-02,27,17,1012.43,94,24,34,20,21,13,1015,1010,0.0
2015-03-03,26,18,1010.46,83,32,31,21,20,17,1013,1007,2.0
2015-03-04,24,20,1010.25,94,51,27,20,22,18,1014,1007,8.0
2015-03-05,24,13,1013.19,94,18,29,19,21,7,1016,1011,0.0
2015-03-06,23,13,1014.19,88,19,30,16,17,8,1017,1011,0.0
2015-03-07,23,13,1013.37,94,19,29,17,17,8,1016,1011,0.0
2015-03-08,24,14,1013.89,83,23,31,17,16,10,1017,1012,0.0
2015-03-09,26,15,1014.57,88,21,33,18,18,11,1017,1013,0.0
2015-03-10,27,15,1013.96,88,15,33,21,21,9,1017,1012,0.0
2015-03-11,25,13,1014.87,78,20,31,19,17,9,1018,1013,0.0
2015-03-12,25,13,1014.28,73,18,32,18,17,9,1018,1011,0.0
2015-03-13,26,14,1012.72,94,15,33,18,18,9,1016,1010,0.0
2015-03-14,28,18,1013.47,89,20,34,22,23,11,1017,1011,0.0
2015-03-15,29,17,1014.15,88,23,35,23,24,14,1017,1012,0.0
2015-03-16,26,16,1015.18,73,27,31,22,19,14,1018,1013,0.0
2015-03-17,28,18,1011.11,88,29,34,21,20,16,1015,1007,0.0
2015-03-18,28,17,1010.09,78,22,33,23,21,13,1013,1008,0.0
2015-03-19,26,15,1012.02,73,20,32,21,18,12,1015,1010,0.0
2015-03-20,26,15,1012.85,78,22,33,20,17,10,1016,1010,0.0
2015-03-21,26,15,1012.3,83,23,34,19,20,12,1016,1010,0.0
2015-03-22,28,16,1010.53,89,18,34,21,22,12,1014,1008,0.0
2015-03-23,28,16,1008.62,83,19,36,21,19,13,1011,1006,0.0
2015-03-24,28,20,1009.24,94,35,35,22,24,16,1012,1007,0.0
2015-03-25,30,23,1011.02,100,32,35,24,26,20,1014,1009,0.0
2015-03-26,30,23,1013.28,94,40,34,25,24,22,1016,1011,0.0
2015-03-27,30,23,1012.85,94,46,34,25,25,22,1016,1010,0.2
2015-03-28,28,23,1010.95,89,45,32,25,25,21,1015,1008,0.0
2015-03-29,29,23,1009.6,94,46,34,24,25,22,1012,1007,0.0
2015-03-30,28,23,1009.35,100,44,34,22,24,21,1012,1004,32.0
2015-03-31,26,22,1009.22,94,49,31,21,23,21,1012,1007,0.0
2015-04-01,30,24,1007.19,89,51,35,25,26,23,1010,1004,0.0
2015-04-02,31,24,1004.51,94,38,36,26,26,20,1008,1001,0.0
2015-04-03,32,23,1002.52,89,39,37,26,26,20,1005,1000,0.0
2015-04-04,30,25,1002.17,94,46,36,23,26,20,1005,999,0.0
2015-04-05,28,23,1004.72,94,53,34,23,26,20,1007,1002,17.0
2015-04-06,27,24,1006.34,94,62,32,22,27,21,1009,1004,0.1
2015-04-07,28,24,1008.41,100,54,35,22,27,21,1012,1004,0.0
2015-04-08,26,23,1009.57,100,58,32,21,25,21,1012,1007,0.1
2015-04-09,29,20,1008.28,83,26,35,23,23,17,1012,1006,0.0
2015-04-10,31,22,1008.26,84,22,37,25,25,16,1011,1006,0.0
2015-04-11,31,25,1009.17,86,43,36,26,26,21,1011,1007,0.0
2015-04-12,28,24,1011.71,94,48,34,22,26,21,1014,1008,11.0
2015-04-13,28,22,1012.31,89,47,33,23,25,21,1015,1009,0.0
2015-04-14,29,23,1011.13,94,40,34,24,25,20,1014,1008,0.0
2015-04-15,30,22,1011.28,89,32,34,26,26,20,1014,1008,0.0
2015-04-16,30,22,1011.63,79,42,33,27,24,20,1015,1009,0.0
2015-04-17,30,21,1008.45,78,35,35,25,24,18,1012,1005,0.1
2015-04-18,30,23,1004.87,84,41,36,25,25,20,1008,1002,0.0
2015-04-19,32,25,1005.87,84,52,36,27,27,23,1009,1003,0.0
2015-04-20,31,25,1007.46,89,26,35,27,26,17,1011,1004,0.0
2015-04-21,30,24,1004.8,94,35,37,22,27,16,1008,1002,4.0
2015-04-22,29,25,1003.72,84,62,35,23,28,20,1008,1001,9.0
2015-04-23,29,24,1006.2,95,44,36,22,27,21,1009,1003,0.0
2015-04-24,28,22,1008.6,94,46,33,22,24,20,1011,1006,0.1
2015-04-25,27,22,1010.17,100,55,32,22,24,20,1012,1007,19.0
2015-04-26,26,21,1011.14,95,56,30,21,23,20,1014,1009,3.0
2015-04-27,27,22,1010.15,97,43,33,21,23,20,1013,1008,0.0
2015-04-28,28,22,1008.15,90,49,34,22,24,20,1012,1004,8.0
2015-04-29,27,23,1006.78,93,57,33,21,24,20,1009,1004,0.0
2015-04-30,30,25,1006.82,94,52,35,25,26,24,1009,1004,0.0
2015-05-01,32,26,1005.76,90,50,36,27,28,21,1009,1003,0.0
2015-05-02,30,25,1005.96,89,56,35,25,27,20,1009,1004,0.4
2015-05-03,30,23,1007.25,84,54,36,24,28,21,1010,1004,0.0
2015-05-04,30,23,1007.8,86,49,35,24,26,20,1010,1005,0.0
2015-05-05,32,24,1006.09,91,33,37,27,27,20,1009,1003,0.0
2015-05-06,32,26,1004.61,84,48,37,28,28,24,1007,1002,0.0
2015-05-07,32,25,1004.81,89,53,36,28,28,24,1007,1003,0.0
2015-05-08,31,25,1004.22,92,51,35,27,27,25,1007,1002,0.0
2015-05-09,32,27,1003.75,89,53,35,28,28,26,1006,1001,0.0
2015-05-10,32,27,1004.25,89,51,37,28,28,26,1006,1002,0.0
2015-05-11,32,27,1005.64,94,52,36,28,28,26,1008,1003,0.0
2015-05-12,32,27,1005.91,91,55,36,28,28,26,1009,1003,0.0
2015-05-13,32,25,1005.65,89,38,37,27,27,22,1009,1002,0.2
2015-05-14,32,25,1005.98,88,37,38,26,27,22,1009,1004,0.0
2015-05-15,33,26,1006.42,89,48,38,27,28,25,1009,1003,0.0
2015-05-16,30,24,1005.77,94,47,35,25,26,23,1009,1002,11.0
2015-05-17,28,24,1004.35,95,45,34,23,25,23,1008,1002,0.0
2015-05-18,30,25,1003.35,95,42,36,25,27,23,1005,1000,17.0
2015-05-19,30,25,1002.44,95,40,35,25,27,23,1005,1000,0.0
2015-05-20,32,27,1001.77,94,54,35,28,28,26,1003,1000,0.6
2015-05-21,33,27,1001.07,93,48,38,28,29,25,1003,998,0.0
2015-05-22,34,28,999.78,88,43,39,29,29,26,1002,997,0.0
2015-05-23,34,28,999.07,84,49,38,29,28,26,1001,997,0.0
2015-05-24,34,28,999.78,89,48,38,30,29,27,1002,998,0.0
2015-05-25,32,27,1000.57,94,54,36,27,29,24,1004,998,0.6
2015-05-26,32,27,1002.55,89,49,37,27,29,26,1005,1001,0.8
2015-05-27,32,27,1002.86,89,52,36,28,28,25,1006,1001,0.0
2015-05-28,33,27,1001.84,89,48,37,29,28,25,1004,1000,0.0
2015-05-29,33,27,1002.82,89,49,37,29,28,26,1005,1001,0.0
2015-05-30,33,26,1003.96,90,46,37,29,27,24,1010,1001,0.0
2015-05-31,32,25,1002.8,84,36,36,29,27,22,1012,1000,0.0
2015-06-01,32,25,1002.3,79,42,36,29,27,24,1004,1000,0.0
2015-06-02,34,26,1004.14,84,46,37,30,28,23,1006,1002,0.0
2015-06-03,33,25,1004.79,85,39,38,28,27,23,1007,1002,0.0
2015-06-04,32,25,1005.07,89,44,37,28,28,23,1008,1002,0.0
2015-06-05,33,25,1004.11,84,41,38,28,27,24,1006,1001,0.0
2015-06-06,34,26,1002.29,84,47,38,29,27,25,1004,1000,0.0
2015-06-07,33,26,1002.16,84,47,38,28,27,24,1004,1000,0.0
2015-06-08,33,25,1001.75,84,41,37,29,27,24,1004,1000,0.0
2015-06-09,33,25,1000.6,84,46,38,27,27,21,1002,998,2.0
2015-06-10,32,27,999.91,84,46,38,26,29,24,1002,998,0.0
2015-06-11,30,27,1000.78,100,54,37,23,30,22,1003,997,31.0
2015-06-12,28,26,1001.96,97,57,34,22,28,24,1004,999,0.0
2015-06-13,28,26,1001.59,98,69,32,25,28,24,1003,1000,51.0
2015-06-14,30,25,1001.11,96,49,35,25,27,24,1003,999,29.0
2015-06-15,30,26,1000.26,94,63,34,25,27,25,1002,998,0.3
2015-06-16,30,27,1000.69,94,63,33,27,27,26,1003,999,0.2
2015-06-17,30,27,1000.47,94,65,34,26,27,26,1002,999,0.0
2015-06-18,31,26,1000.15,94,59,35,27,27,25,1002,998,0.0
2015-06-19,30,26,999.48,93,60,33,27,28,26,1001,998,0.0
2015-06-20,30,26,998.36,96,70,33,26,27,25,1001,996,0.0
2015-06-21,29,27,996.6,94,75,32,26,28,26,998,994,0.0
2015-06-22,28,26,994.77,96,83,30,26,27,25,996,993,9.0
2015-06-23,29,26,994.64,89,69,32,26,26,25,997,993,0.0
2015-06-24,28,26,996.12,96,82,31,26,28,25,997,994,0.8
2015-06-25,28,26,995.82,94,79,29,27,28,26,998,994,3.0
2015-06-26,28,26,993.89,96,74,31,26,28,25,995,992,9.0
2015-06-27,26,25,996.04,97,77,29,24,26,23,1000,992,6.0
2015-06-28,27,26,1003.0,100,81,29,25,29,25,1007,999,7.0
2015-06-29,30,26,1005.18,94,64,35,25,28,25,1007,1003,0.0
2015-06-30,30,27,1003.96,94,62,34,27,27,25,1006,1002,0.0
2015-07-01,28,26,1003.23,94,77,30,27,27,26,1005,1001,0.2
2015-07-02,30,26,1002.51,97,59,34,25,28,24,1004,1000,87.0
2015-07-03,29,26,1001.37,99,67,34,24,28,24,1004,999,9.0
2015-07-04,31,26,999.51,94,46,37,25,28,25,1001,997,21.0
2015-07-05,30,27,998.73,97,72,35,26,28,25,1000,997,8.0
2015-07-06,30,27,997.87,94,59,35,26,28,25,1000,995,0.0
2015-07-07,30,27,997.74,100,72,32,27,28,25,1000,996,54.0
2015-07-08,28,27,998.02,97,78,31,26,28,25,1000,996,40.0
2015-07-09,27,26,997.09,100,89,29,25,28,25,1000,995,0.0
2015-07-10,28,27,998.27,100,84,31,25,30,25,1001,996,9.0
2015-07-11,30,27,1001.29,94,65,34,27,28,25,1003,999,2.0
2015-07-12,30,27,1001.75,94,62,34,26,28,25,1004,999,0.0
2015-07-13,32,28,1000.4,94,69,35,28,30,26,1002,997,59.0
2015-07-14,32,28,998.47,96,61,36,27,29,26,1001,995,41.0
2015-07-15,30,27,996.66,100,64,34,26,29,25,999,994,61.0
2015-07-16,28,27,996.83,100,71,32,25,28,25,999,995,3.0
2015-07-17,28,26,997.46,95,70,31,26,28,25,1000,996,14.0
2015-07-18,28,26,998.44,98,67,31,25,27,25,1000,996,0.8
2015-07-19,30,27,997.55,100,71,33,26,28,25,999,995,0.0
2015-07-20,27,25,998.19,100,76,30,24,27,24,1001,997,2.0
2015-07-21,30,26,1000.32,96,57,34,26,28,25,1003,999,31.0
2015-07-22,28,27,1002.35,96,76,30,25,28,26,1004,1001,1.0
2015-07-23,30,27,1003.62,94,79,33,26,28,26,1005,1002,12.0
2015-07-24,30,27,1003.05,95,72,33,26,28,25,1005,1001,34.0
2015-07-25,26,26,999.89,100,89,28,25,27,24,1004,997,55.0
2015-07-26,28,25,997.4,97,54,31,25,26,23,999,995,28.0
2015-07-27,27,25,997.59,95,65,31,23,26,24,1000,996,6.0
2015-07-28,28,26,998.34,94,71,31,25,27,24,1000,996,2.0
2015-07-29,26,26,996.65,96,82,28,25,27,25,999,995,16.0
2015-07-30,30,26,995.49,97,63,33,26,28,24,997,993,0.0
2015-07-31,28,25,996.0,100,66,30,25,26,24,998,994,73.0
2015-08-01,26,25,997.59,100,89,27,24,26,24,1001,995,20.0
2015-08-02,27,26,1001.11,97,86,29,25,27,25,1003,999,2.0
2015-08-03,29,26,1002.76,97,69,33,25,28,25,1005,1001,0.0
2015-08-04,31,27,1002.07,95,53,35,27,28,25,1004,1000,0.0
2015-08-05,30,27,1000.78,94,61,34,27,27,26,1003,998,21.0
2015-08-06,30,26,999.85,93,52,34,27,28,23,1002,998,0.0
2015-08-07,30,26,1000.98,94,50,35,26,28,24,1003,999,0.0
2015-08-08,30,26,1001.68,94,51,34,26,27,24,1004,1000,0.0
2015-08-09,31,26,1000.13,89,46,35,27,27,24,1002,998,0.0
2015-08-10,31,26,1001.05,89,52,35,27,28,25,1004,999,0.0
2015-08-11,31,26,1003.23,90,55,34,28,27,25,1005,1001,0.0
2015-08-12,30,27,1003.22,94,66,33,27,28,26,1005,1001,0.0
2015-08-13,30,27,1002.87,94,58,34,27,27,26,1005,1000,5.0
2015-08-14,32,27,1002.84,94,59,36,27,28,26,1005,1001,0.0
2015-08-15,30,27,1004.11,94,76,32,27,29,26,1006,1002,3.0
2015-08-16,29,27,1004.3,94,77,31,27,28,26,1006,1002,3.0
2015-08-17,30,27,1003.96,96,64,33,27,28,26,1006,1002,0.0
2015-08-18,30,27,1004.67,94,66,32,27,28,24,1006,1003,15.0
2015-08-19,30,27,1003.95,94,59,34,26,28,24,1006,1002,10.0
2015-08-20,30,27,1003.11,91,56,34,27,28,26,1005,1001,0.0
2015-08-21,30,27,1002.48,94,60,33,26,29,25,1004,1000,11.0
2015-08-22,30,26,1000.82,94,53,35,26,27,24,1003,998,0.0
2015-08-23,30,27,1000.69,94,62,34,27,29,26,1002,998,47.0
2015-08-24,31,27,1000.92,94,57,36,26,28,25,1003,999,0.0
2015-08-25,30,27,1000.58,92,62,34,27,28,26,1002,998,0.6
2015-08-26,30,27,1001.17,94,52,34,27,28,26,1003,998,0.2
2015-08-27,30,27,1001.57,94,62,32,27,29,26,1003,1000,11.0
2015-08-28,30,27,1001.4,95,69,33,27,29,26,1003,1000,2.0
2015-08-29,29,27,1001.65,100,76,32,26,28,26,1004,1000,0.0
2015-08-30,30,27,1001.69,96,68,34,27,29,26,1004,999,0.0
2015-08-31,30,27,1002.1,97,66,33,26,29,25,1004,1000,46.0
2015-09-01,28,27,1001.45,97,81,30,25,29,25,1003,1000,0.5
2015-09-02,30,26,1002.09,98,59,35,25,28,24,1006,1000,48.0
2015-09-03,28,26,1005.32,94,67,34,23,29,24,1007,1003,0.0
2015-09-04,31,27,1007.49,94,60,35,27,29,26,1009,1005,0.0
2015-09-05,30,26,1007.04,94,52,35,26,28,25,1010,1004,0.0
2015-09-06,31,26,1005.98,89,39,35,27,28,23,1009,1003,0.0
2015-09-07,32,24,1005.39,89,32,36,27,28,20,1007,1003,0.0
2015-09-08,32,24,1004.67,89,34,36,28,27,21,1006,1002,0.0
2015-09-09,32,25,1004.83,84,34,37,28,27,22,1006,1003,0.0
2015-09-10,32,26,1005.81,89,57,35,28,29,24,1008,1004,0.0
2015-09-11,30,26,1006.3,93,63,33,27,28,25,1008,1004,0.0
2015-09-12,30,26,1006.63,94,51,34,26,27,24,1009,1004,3.0
2015-09-13,30,26,1005.72,94,46,34,27,28,20,1008,1003,0.0
2015-09-14,30,26,1003.96,94,57,34,27,28,25,1007,1001,0.0
2015-09-15,29,27,1002.72,97,62,32,26,28,26,1005,1000,0.0
2015-09-16,28,27,1002.57,94,82,31,26,27,26,1004,1001,5.0
2015-09-17,30,27,1003.78,97,54,35,26,27,25,1006,1002,0.0
2015-09-18,31,27,1004.37,94,57,35,27,28,26,1007,1002,5.0
2015-09-19,30,26,1003.26,96,66,33,27,28,25,1005,1001,0.8
2015-09-20,28,26,1002.19,100,79,29,26,27,26,1004,1000,9.0
2015-09-21,29,27,1002.28,95,66,32,26,28,26,1005,1000,13.0
2015-09-22,29,26,1003.64,94,62,32,26,28,24,1006,1001,0.0
2015-09-23,28,26,1004.98,100,71,33,24,28,24,1007,1003,31.0
2015-09-24,28,27,1003.89,96,79,31,24,28,25,1006,1002,0.0
2015-09-25,30,25,1003.98,97,40,35,26,27,21,1006,1002,0.0
2015-09-26,30,26,1005.35,94,55,34,27,27,24,1007,1004,3.0
2015-09-27,30,24,1006.3,94,42,34,25,27,22,1008,1005,0.0
2015-09-28,30,23,1007.04,94,45,34,25,26,21,1009,1005,0.0
2015-09-29,30,24,1008.11,89,40,34,25,26,21,1010,1006,0.0
