date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm
2017-04-01,30,24,1006.42,89,51,34,26,26,24,1009,1003,0.0
2017-04-02,30,25,1004.82,89,56,35,26,26,24,1008,1002,0.0
2017-04-03,32,23,1005.2,89,36,36,27,25,18,1008,1003,0.0
2017-04-04,30,24,1006.34,88,59,34,27,26,22,1009,1004,0.0
2017-04-05,30,25,1006.84,84,56,33,27,26,24,1009,1004,0.0
2017-04-06,30,25,1006.88,89,65,32,27,26,25,1009,1005,0.0
2017-04-07,30,25,1007.02,94,57,34,27,27,24,1010,1004,1.0
2017-04-08,30,26,1007.0,94,52,34,26,27,25,1010,1005,0.0
2017-04-09,32,25,1006.86,91,46,36,27,27,25,1010,1004,0.0
2017-04-10,32,22,1006.18,85,21,36,27,26,16,1009,1003,0.0
2017-04-11,32,18,1006.29,94,8,37,27,27,5,1009,1004,0.0
2017-04-12,32,22,1006.98,84,32,37,26,25,14,1010,1004,0.0
2017-04-13,30,21,1007.75,88,29,36,25,25,17,1011,1005,0.0
2017-04-14,30,21,1007.31,85,25,36,25,25,16,1010,1005,0.0
2017-04-15,30,22,1005.24,89,34,35,25,25,16,1008,1002,0.0
2017-04-16,29,23,1005.16,89,47,33,25,25,22,1008,1003,0.0
2017-04-17,30,22,1006.45,83,40,35,24,24,21,1009,1003,0.0
2017-04-18,30,24,1006.39,89,42,35,26,26,22,1009,1004,0.0
2017-04-19,30,26,1003.93,89,47,34,27,27,20,1007,1001,0.0
2017-04-20,28,23,1004.74,84,51,34,23,26,20,1007,1002,0.0
2017-04-21,32,26,1003.46,89,48,35,28,27,24,1006,1000,0.0
2017-04-22,30,25,1002.98,89,39,35,26,27,18,1006,1000,2.0
2017-04-23,30,25,1004.15,89,57,35,24,28,20,1007,1000,0.0
2017-04-24,30,25,1003.59,89,48,36,25,27,20,1007,1001,0.0
2017-04-25,32,26,1002.63,85,43,37,28,28,23,1005,1000,0.0
2017-04-26,32,25,1004.29,89,33,38,27,27,20,1007,1001,0.0
2017-04-27,32,25,1006.45,89,47,37,27,27,19,1009,1004,0.0
2017-04-28,32,26,1005.95,89,41,37,26,28,24,1009,1003,0.0
2017-04-29,32,26,1006.74,90,46,37,28,27,24,1010,1004,0.0
2017-04-30,30,25,1006.91,89,42,37,23,26,21,1011,1004,10.0
2017-05-01,30,22,1009.11,94,44,36,23,25,19,1013,1006,0.1
2017-05-02,28,22,1009.83,88,44,35,22,26,20,1013,1007,0.0
2017-05-03,32,25,1008.78,89,38,37,27,26,22,1012,1006,0.0
2017-05-04,32,25,1007.37,89,39,37,27,27,22,1010,1004,0.0
2017-05-05,32,25,1006.44,94,37,37,27,27,20,1009,1003,0.0
2017-05-06,32,26,1007.62,94,47,37,28,28,23,1011,1005,0.0
2017-05-07,32,24,1007.51,88,28,37,27,27,20,1011,1005,0.0
2017-05-08,32,25,1007.14,89,45,37,27,26,19,1010,1003,0.0
2017-05-09,31,23,1006.45,89,45,37,25,27,20,1009,1004,0.0
2017-05-10,30,23,1007.39,94,45,35,24,26,22,1010,1005,0.0
2017-05-11,31,25,1007.79,100,34,37,25,29,21,1012,1004,0.4
2017-05-12,30,22,1007.28,83,40,37,24,26,20,1011,1003,0.0
2017-05-13,31,24,1004.71,94,32,38,24,27,20,1008,1001,7.0
2017-05-14,31,24,1002.67,94,42,38,24,27,21,1005,1000,0.0
2017-05-15,33,26,1000.91,84,52,37,29,28,26,1004,998,0.0
2017-05-16,28,23,1001.39,100,33,35,22,27,19,1004,998,0.0
2017-05-17,30,26,1001.2,89,40,36,25,28,22,1004,998,1.0
2017-05-18,30,25,1002.85,94,45,37,24,28,23,1005,1001,0.0
2017-05-19,32,24,1003.35,89,34,39,26,28,21,1006,1001,0.0
2017-05-20,33,26,1002.06,84,43,38,28,27,22,1005,999,0.0
2017-05-21,32,25,1001.46,89,37,38,27,28,22,1004,999,0.0
2017-05-22,34,27,1002.69,89,43,38,28,28,24,1005,1000,0.0
2017-05-23,33,25,1003.31,79,46,38,28,28,23,1006,1000,0.0
2017-05-24,33,25,1003.13,84,37,37,29,28,20,1006,1001,0.0
2017-05-25,33,25,1002.66,84,39,37,29,28,21,1005,1000,0.0
2017-05-26,32,25,1002.98,89,43,37,26,27,24,1007,1000,0.2
2017-05-27,30,24,1002.49,89,41,36,25,28,23,1005,1000,5.0
2017-05-28,32,25,1001.11,94,39,38,25,26,23,1004,998,23.0
2017-05-29,30,25,998.55,100,47,36,25,27,24,1001,996,7.0
2017-05-30,30,25,996.9,94,50,35,25,26,23,1000,995,9.0
2017-05-31,30,25,1000.56,100,63,35,24,29,23,1003,998,19.0
2017-06-01,30,26,1001.25,98,50,36,25,29,24,1004,998,20.0
2017-06-02,30,26,1002.16,94,50,36,24,28,24,1005,1000,0.0
2017-06-03,33,27,1001.19,89,49,37,29,28,24,1004,999,0.0
2017-06-04,34,27,999.45,84,49,37,30,29,27,1002,997,0.0
2017-06-05,33,26,1000.74,89,42,37,28,29,23,1004,999,0.0
2017-06-06,30,25,1002.75,94,44,36,25,27,23,1004,1000,10.0
2017-06-07,32,25,1002.93,89,44,37,27,28,23,1006,1000,0.0
2017-06-08,32,25,1001.54,86,43,36,28,27,23,1004,999,0.0
2017-06-09,30,26,1000.85,90,56,35,26,27,24,1003,999,0.0
2017-06-10,30,26,999.75,94,56,34,27,28,25,1002,997,4.0
2017-06-11,30,26,996.75,91,58,33,27,28,25,999,993,2.0
2017-06-12,30,25,996.78,89,52,35,26,26,25,999,995,0.0
2017-06-13,32,26,999.11,86,42,38,27,28,24,1002,997,0.0
2017-06-14,32,27,1001.6,89,51,36,29,29,25,1004,1000,0.0
2017-06-15,31,26,1001.25,91,56,35,27,27,24,1004,999,0.0
2017-06-16,30,26,1000.73,89,54,35,26,27,24,1003,999,0.0
2017-06-17,32,26,1000.98,85,46,37,28,28,24,1003,998,4.0
2017-06-18,32,27,999.62,94,53,37,26,28,25,1002,997,0.0
2017-06-19,31,26,998.65,100,47,37,25,28,24,1002,995,0.0
2017-06-20,27,25,1000.42,100,66,30,24,26,23,1004,998,3.0
2017-06-21,30,26,999.6,94,62,34,26,28,24,1002,997,0.0
2017-06-22,30,26,999.81,97,46,36,25,28,24,1002,998,32.0
2017-06-23,29,26,999.44,96,60,32,26,28,25,1001,996,36.0
2017-06-24,28,26,997.91,96,66,32,25,26,25,1000,995,12.0
2017-06-25,30,26,998.22,95,60,33,26,27,25,1001,996,2.0
2017-06-26,30,26,999.62,98,58,33,26,27,24,1002,997,3.0
2017-06-27,29,26,1000.2,94,47,39,26,28,25,1002,997,11.0
2017-06-28,30,26,1000.5,94,74,33,27,28,25,1002,998,3.0
2017-06-29,30,27,999.84,94,66,33,27,28,26,1002,997,1.0
2017-06-30,31,27,997.64,94,63,35,27,28,26,999,995,0.0
2017-07-01,30,27,996.76,96,63,34,27,28,26,999,994,11.0
2017-07-02,28,27,997.59,97,81,31,26,28,26,999,996,39.0
2017-07-03,29,27,998.38,100,64,32,26,28,26,1001,996,3.0
2017-07-04,30,27,998.3,100,63,33,27,28,25,1000,997,10.0
2017-07-05,30,27,998.72,92,68,33,26,28,26,1001,997,0.0
2017-07-06,29,27,1000.13,100,81,31,27,28,25,1002,998,57.0
2017-07-07,30,27,1000.45,100,69,33,26,28,25,1002,999,48.0
2017-07-08,30,27,1000.57,96,73,33,27,29,26,1003,999,16.0
2017-07-09,30,26,1001.78,91,58,34,27,29,25,1004,1000,1.0
2017-07-10,30,26,1002.0,100,54,34,27,28,25,1004,1000,0.0
2017-07-11,28,26,1001.11,100,76,30,25,28,25,1003,999,30.0
2017-07-12,28,26,1001.5,100,73,30,26,27,26,1003,1000,2.0
2017-07-13,28,26,1001.02,98,64,31,25,27,25,1003,998,3.0
2017-07-14,30,26,1000.75,94,58,33,26,28,25,1003,999,0.0
2017-07-15,30,26,1000.07,92,56,34,27,27,24,1002,998,0.2
2017-07-16,30,25,998.85,92,47,34,27,27,24,1001,996,0.0
2017-07-17,30,26,998.21,94,51,34,27,27,25,1000,995,0.0
2017-07-18,30,26,998.15,90,52,34,27,28,25,1000,996,4.0
2017-07-19,28,26,997.34,94,77,30,26,28,25,999,995,0.0
2017-07-20,27,27,997.31,100,84,29,25,28,26,1000,996,22.0
2017-07-21,28,27,999.48,100,78,30,26,27,26,1002,997,0.5
2017-07-22,28,27,999.32,100,89,29,26,28,25,1001,997,24.0
2017-07-23,26,26,997.93,100,84,28,25,27,25,1000,996,42.0
2017-07-24,26,26,996.27,100,86,27,25,27,24,998,995,38.0
2017-07-25,27,26,997.61,94,83,30,24,28,23,1000,996,3.0
2017-07-26,30,27,1000.13,94,64,33,26,28,25,1003,998,5.0
2017-07-27,30,26,1002.52,97,70,33,27,27,25,1005,1001,11.0
2017-07-28,30,26,1003.62,100,65,34,25,29,25,1005,1002,54.0
2017-07-29,30,27,1003.65,95,49,35,26,28,25,1006,1001,0.0
2017-07-30,30,26,1002.63,90,62,32,28,29,26,1005,1000,0.0
2017-07-31,30,27,1002.05,89,64,34,26,28,25,1004,1000,0.5
2017-08-01,31,27,1001.66,94,61,35,27,28,26,1004,999,0.1
2017-08-02,31,27,1000.68,100,56,35,27,30,25,1003,998,45.0
2017-08-03,30,27,998.8,100,69,33,26,28,25,1001,996,2.0
2017-08-04,30,26,997.42,94,67,33,26,28,25,1000,995,5.0
2017-08-05,30,27,997.49,100,64,34,27,29,25,1000,996,16.0
2017-08-06,29,27,1000.2,94,70,32,26,28,26,1002,998,2.0
2017-08-07,30,26,1002.64,97,69,32,27,28,25,1005,1001,3.0
2017-08-08,30,27,1003.07,94,61,35,26,28,25,1005,1000,0.6
2017-08-09,30,27,1002.96,94,61,34,27,28,25,1005,1001,2.0
2017-08-10,30,26,1001.4,100,62,34,25,28,25,1003,999,42.0
2017-08-11,29,27,1001.25,96,66,32,26,28,25,1003,999,0.0
2017-08-12,28,26,1002.15,100,83,30,26,28,25,1004,1000,18.0
2017-08-13,28,25,1003.98,100,69,32,25,28,24,1006,1002,6.0
2017-08-14,28,26,1005.15,100,75,32,25,28,24,1007,1003,56.0
2017-08-15,30,25,1003.54,94,57,34,26,27,24,1006,1001,0.0
2017-08-16,30,25,1001.15,100,56,34,26,27,23,1004,999,21.0
2017-08-17,32,26,999.36,100,47,39,26,27,25,1002,997,1.0
2017-08-18,28,26,1000.51,97,64,31,26,27,25,1003,998,0.0
2017-08-19,30,26,1003.18,94,62,32,27,27,25,1006,1001,11.0
2017-08-20,30,26,1003.54,94,62,33,26,28,25,1006,1001,0.4
2017-08-21,30,26,1002.7,97,51,35,26,29,25,1005,1000,2.0
2017-08-22,30,26,1002.39,94,60,32,27,27,25,1004,1000,0.0
2017-08-23,28,26,1002.82,100,72,31,25,27,24,1005,999,21.0
2017-08-24,30,25,1001.72,94,52,34,26,27,23,1005,999,0.0
2017-08-25,30,26,1000.73,92,51,34,27,27,25,1003,998,0.0
2017-08-26,30,26,999.0,94,56,34,27,27,25,1001,997,0.0
2017-08-27,30,26,999.05,94,61,32,27,27,25,1001,997,0.0
2017-08-28,29,26,1000.8,94,70,32,26,27,25,1003,999,0.0
2017-08-29,28,26,1003.46,100,73,32,25,27,25,1006,1002,8.0
2017-08-30,30,26,1004.39,96,55,35,26,28,25,1007,1002,0.0
2017-08-31,30,26,1004.36,100,67,33,27,28,26,1007,1002,2.0
2017-09-01,28,26,1003.51,100,75,33,24,28,23,1005,1001,79.0
2017-09-02,28,25,1003.07,100,69,33,24,28,24,1005,1001,38.0
2017-09-03,30,25,1003.89,89,56,35,25,27,24,1006,1002,4.0
2017-09-04,32,26,1004.58,91,53,36,28,28,24,1007,1002,0.0
2017-09-05,32,27,1004.67,91,57,35,28,28,25,1007,1002,0.1
2017-09-06,32,26,1004.96,94,48,36,28,27,24,1007,1002,0.0
2017-09-07,32,26,1005.31,94,51,36,28,28,25,1008,1003,0.0
2017-09-08,32,26,1005.82,100,48,36,28,29,25,1008,1004,23.0
2017-09-09,31,26,1004.84,89,58,35,27,28,24,1007,1003,0.0
2017-09-10,32,26,1006.32,89,56,35,28,27,24,1009,1004,0.0
2017-09-11,31,26,1006.85,94,52,35,27,28,24,1009,1003,0.1
2017-09-12,29,26,1007.05,100,59,34,24,28,23,1009,1004,14.0
2017-09-13,30,26,1006.63,94,63,34,26,28,24,1009,1004,0.0
2017-09-14,30,26,1005.59,94,51,34,27,27,24,1008,1002,0.0
2017-09-15,31,26,1004.12,94,45,35,27,27,24,1007,1001,0.0
2017-09-16,32,26,1002.88,89,52,35,28,27,24,1006,999,0.0
2017-09-17,30,26,1002.25,94,65,33,27,28,24,1004,1000,0.0
2017-09-18,28,26,1001.95,100,56,32,25,26,24,1004,999,0.0
2017-09-19,28,25,1001.46,97,69,31,25,27,24,1004,999,11.0
2017-09-20,28,26,1003.08,96,69,32,25,28,24,1005,1001,0.6
2017-09-21,30,26,1004.53,91,62,33,27,27,25,1007,1002,0.0
2017-09-22,31,26,1005.42,94,58,35,27,29,25,1008,1003,2.0
2017-09-23,31,25,1006.34,94,53,35,27,27,24,1009,1004,0.0
2017-09-24,32,26,1005.38,92,43,36,27,28,24,1008,1002,0.0
2017-09-25,32,26,1003.76,89,55,36,28,27,24,1007,1001,0.0
2017-09-26,32,26,1004.58,89,47,36,28,28,23,1007,1002,0.0
2017-09-27,30,26,1005.61,94,59,34,27,28,25,1008,1003,0.0
2017-09-28,29,25,1004.68,94,60,33,25,27,24,1007,1002,11.0
2017-09-29,28,25,1004.93,96,64,32,25,27,24,1007,1003,23.0
2017-09-30,28,26,1007.43,95,71,31,26,27,24,1009,1005,6.0
2017-10-01,27,25,1007.17,100,84,30,24,27,24,1010,1005,0.0
2017-10-02,30,26,1005.65,97,60,34,25,28,24,1008,1003,0.0
2017-10-03,30,26,1006.08,94,60,33,26,27,25,1008,1004,0.0
2017-10-04,30,25,1006.83,94,49,35,26,26,24,1010,1004,0.0
2017-10-05,28,25,1006.8,100,64,32,24,28,23,1010,1005,7.0
2017-10-06,29,25,1006.84,94,57,33,25,26,23,1009,1005,0.0
2017-10-07,26,25,1006.3,89,69,30,23,27,24,1009,1004,0.0
2017-10-08,28,24,1004.53,95,69,30,25,26,22,1008,1002,2.0
2017-10-09,25,24,999.58,100,94,26,24,25,24,1004,995,0.0
2017-10-10,28,25,1004.16,100,69,31,25,27,24,1007,1002,1.0
2017-10-11,30,25,1005.06,94,60,34,26,27,24,1007,1003,0.0
2017-10-12,30,25,1005.13,94,59,34,26,28,24,1008,1003,0.0
2017-10-13,30,26,1004.37,94,59,34,26,28,24,1007,1002,18.0
2017-10-14,30,25,1004.41,95,55,34,26,26,24,1007,1002,0.0
2017-10-15,30,25,1004.87,94,54,34,26,27,24,1008,1002,0.0
2017-10-16,30,25,1004.85,100,45,34,26,27,21,1008,1002,0.0
2017-10-17,30,23,1004.87,89,37,34,25,25,20,1007,1002,0.0
2017-10-18,30,25,1005.35,89,56,34,27,27,24,1008,1003,0.0
2017-10-19,28,25,1005.82,99,65,31,25,26,24,1009,1004,0.8
2017-10-20,26,24,1002.86,100,88,27,24,25,24,1006,1000,0.0
2017-10-21,24,23,1000.64,100,83,25,23,25,22,1006,996,0.0
2017-10-22,27,22,1006.3,97,48,32,22,24,20,1009,1004,0.0
2017-10-23,29,24,1007.95,94,46,34,24,26,22,1010,1006,0.0
2017-10-24,30,24,1010.27,94,46,34,26,26,21,1012,1008,0.0
2017-10-25,27,24,1012.7,99,57,32,22,26,22,1015,1011,31.0
2017-10-26,28,24,1013.75,95,47,31,24,26,22,1016,1012,0.0
2017-10-27,26,21,1012.38,100,36,31,22,24,18,1015,1010,0.0
2017-10-28,26,20,1012.17,100,45,31,22,23,11,1015,1010,0.0
2017-10-29,26,21,1013.28,94,51,30,22,23,19,1016,1011,0.0
2017-10-30,26,22,1013.13,94,58,29,22,24,20,1016,1011,0.0
2017-10-31,24,20,1012.87,94,53,28,20,22,18,1015,1011,0.0
2017-11-01,24,20,1013.13,94,48,29,20,21,18,1016,1011,0.0
2017-11-02,25,19,1011.54,100,41,30,20,21,18,1015,1009,0.0
2017-11-03,26,19,1011.43,94,35,31,20,21,17,1014,1009,0.0
2017-11-04,26,20,1011.87,94,38,32,21,22,18,1015,1010,0.0
2017-11-05,28,21,1011.96,94,41,32,23,24,18,1015,1009,0.0
2017-11-06,27,19,1011.87,89,34,32,22,22,18,1014,1010,0.0
2017-11-07,26,18,1012.12,88,32,31,20,20,17,1015,1010,0.0
2017-11-08,26,19,1011.76,88,33,31,21,20,17,1015,1009,0.0
2017-11-09,26,19,1010.91,94,36,31,21,22,18,1014,1009,0.0
2017-11-10,26,17,1011.14,94,29,31,21,20,14,1014,1009,0.0
2017-11-11,24,18,1011.8,83,38,30,19,20,16,1015,1010,0.0
2017-11-12,26,17,1010.19,88,34,31,20,20,14,1013,1008,0.0
2017-11-13,26,16,1009.35,78,30,31,20,18,14,1013,1007,0.0
2017-11-14,25,18,1010.04,83,44,29,21,20,17,1013,1008,0.0
2017-11-15,22,20,1011.15,100,73,23,21,22,18,1014,1009,27.0
2017-11-16,22,20,1010.98,95,80,24,20,22,19,1013,1009,12.0
2017-11-17,23,21,1010.75,100,69,25,21,23,19,1013,1009,7.0
2017-11-18,26,23,1010.94,96,70,30,22,25,21,1013,1009,0.0
2017-11-19,27,22,1011.4,89,53,31,23,24,20,1014,1010,0.0
2017-11-20,26,20,1012.04,94,35,31,22,23,18,1015,1010,0.0
2017-11-21,24,16,1012.0,88,30,29,19,20,9,1016,1010,0.0
2017-11-22,21,11,1010.85,88,27,27,15,16,8,1014,1008,0.0
2017-11-23,21,12,1010.86,88,26,27,15,15,8,1014,1009,0.0
2017-11-24,21,12,1012.4,88,29,27,15,14,11,1015,1010,0.0
2017-11-25,22,13,1013.96,94,23,28,15,15,10,1017,1012,0.0
2017-11-26,20,13,1014.25,94,25,27,14,15,10,1018,1011,0.0
2017-11-27,21,14,1012.44,94,31,28,14,17,12,1016,1010,0.0
2017-11-28,21,14,1012.65,94,19,28,14,19,8,1015,1011,0.0
2017-11-29,20,13,1014.49,94,21,27,13,16,8,1018,1012,0.0
2017-11-30,20,13,1013.48,94,25,26,13,15,10,1017,1011,0.0
2017-12-01,21,14,1013.17,94,35,27,15,17,11,1016,1011,0.0
2017-12-02,22,14,1013.79,94,34,28,16,17,12,1017,1012,0.0
2017-12-03,22,15,1013.74,94,32,27,16,16,11,1017,1011,0.0
2017-12-04,22,14,1012.77,94,30,27,16,16,12,1016,1010,0.0
2017-12-05,20,14,1012.17,94,34,26,15,16,11,1015,1010,0.0
2017-12-06,20,15,1011.41,94,39,26,15,17,13,1014,1009,0.0
2017-12-07,21,16,1011.58,94,41,27,15,18,14,1014,1010,0.0
2017-12-08,22,17,1012.0,88,54,24,20,18,15,1015,1011,0.0
2017-12-09,20,18,1010.83,99,68,22,18,22,15,1013,1009,12.0
2017-12-10,21,20,1010.44,99,83,23,19,23,19,1013,1009,3.0
2017-12-11,24,20,1012.25,97,38,27,21,22,15,1015,1010,0.0
2017-12-12,24,19,1013.49,100,49,28,19,22,17,1016,1011,0.0
2017-12-13,24,18,1013.8,94,44,29,19,20,16,1017,1012,0.0
2017-12-14,24,17,1014.81,94,34,29,18,19,15,1018,1013,0.0
2017-12-15,22,16,1015.23,94,31,27,18,18,13,1018,1014,0.0
2017-12-16,22,13,1016.02,94,24,27,16,16,8,1019,1014,0.0
2017-12-17,19,12,1017.0,88,29,25,13,14,9,1020,1015,0.0
2017-12-18,19,14,1017.19,100,44,24,14,16,12,1021,1015,0.0
2017-12-19,18,15,1017.15,100,64,21,15,17,14,1020,1015,0.0
2017-12-20,20,15,1017.8,94,50,23,16,17,14,1021,1016,0.0
2017-12-21,19,14,1017.28,94,53,23,15,17,13,1021,1015,0.0
2017-12-22,20,14,1015.37,100,41,25,14,17,11,1019,1013,0.0
2017-12-23,20,15,1013.68,94,45,26,15,17,14,1016,1011,0.0
2017-12-24,20,13,1013.49,94,30,25,15,15,11,1017,1011,0.0
2017-12-25,20,13,1013.37,94,33,25,14,16,11,1016,1011,0.0
2017-12-26,20,10,1014.31,82,24,25,14,13,8,1017,1012,0.0
2017-12-27,20,12,1014.3,88,36,26,13,16,9,1018,1012,0.0
2017-12-28,20,14,1014.52,100,38,26,14,15,12,1018,1012,0.0
2017-12-29,20,13,1015.16,100,32,26,13,15,11,1018,1013,0.0
2017-12-30,20,13,1014.57,100,34,25,14,16,12,1018,1012,0.0
2017-12-31,21,13,1012.64,94,34,27,15,16,11,1017,1010,0.0
